hive,direction,month,dayofmonth,year,hourofday,temp,weight
103,East,11,26,2019,11,18.485,
103,East,11,26,2019,12,22.364,
103,East,11,26,2019,13,20.708,
103,East,11,26,2019,14,26.617,
103,East,11,26,2019,15,27.054,
103,East,11,26,2019,16,26.992,
103,East,11,26,2019,17,26.492,
103,East,11,26,2019,18,26.1485,
103,East,11,26,2019,19,25.9925,
103,East,11,26,2019,20,25.055,
103,East,11,26,2019,21,24.2105,
103,East,11,26,2019,22,23.679,
103,East,11,26,2019,23,23.1475,
103,East,11,27,2019,0,22.522,
103,East,11,27,2019,1,22.303,
103,East,11,27,2019,2,22.053,
103,East,11,27,2019,3,22.178,
103,East,11,27,2019,4,21.8025,
103,East,11,27,2019,5,21.74,
103,East,11,27,2019,6,21.8965,
103,East,11,27,2019,7,21.5835,
103,East,11,27,2019,8,21.5215,
103,East,11,27,2019,9,21.3335,
103,East,11,27,2019,10,21.459,
103,East,11,27,2019,11,22.0215,
103,East,11,27,2019,12,22.647,
103,East,11,27,2019,13,23.679,
103,East,11,27,2019,14,24.6485,
103,East,11,27,2019,15,25.43,
103,East,11,27,2019,16,26.0235,
103,East,11,27,2019,17,26.4925,
103,East,11,27,2019,18,26.6485,
103,East,11,27,2019,19,26.8045,
103,East,11,27,2019,20,26.8985,
103,East,11,27,2019,21,27.0855,
103,East,11,27,2019,22,26.836,
103,East,11,27,2019,23,26.492,
103,East,11,28,2019,0,26.492,
103,East,11,28,2019,1,26.336,
103,East,11,28,2019,2,26.055,
103,East,11,28,2019,3,25.8045,
103,East,11,28,2019,4,25.5235,
103,East,11,28,2019,5,25.2425,
103,East,11,28,2019,6,25.0235,
103,East,11,28,2019,7,24.961,
103,East,11,28,2019,8,24.7735,
103,East,11,28,2019,9,24.711,
103,East,11,28,2019,10,24.5545,
103,East,11,28,2019,11,24.836,
103,East,11,28,2019,12,25.2425,
103,East,11,28,2019,13,25.586,
103,East,11,28,2019,14,26.055,
103,East,11,28,2019,15,25.3985,
103,East,11,28,2019,16,25.1485,
