hive,direction,month,dayofmonth,year,hourofday,temp,weight
94,South,11,26,2019,11,18.2035,
94,South,11,26,2019,12,22.895,
94,South,11,26,2019,13,19.8,
94,South,11,26,2019,14,22.7415,
94,South,11,26,2019,15,24.2735,
94,South,11,26,2019,16,24.5235,
94,South,11,26,2019,17,24.367,
94,South,11,26,2019,18,26.617,
94,South,11,26,2019,19,26.2735,
94,South,11,26,2019,20,25.6175,
94,South,11,26,2019,21,25.211,
94,South,11,26,2019,22,24.805,
94,South,11,26,2019,23,24.6485,
94,South,11,27,2019,0,24.523,
94,South,11,27,2019,1,24.5235,
94,South,11,27,2019,2,23.4605,
94,South,11,27,2019,3,23.116,
94,South,11,27,2019,4,22.5535,
94,South,11,27,2019,5,22.5845,
94,South,11,27,2019,6,21.9905,
94,South,11,27,2019,7,22.616,
94,South,11,27,2019,8,22.616,
94,South,11,27,2019,9,22.96,
94,South,11,27,2019,10,23.304,
94,South,11,27,2019,11,24.3355,
94,South,11,27,2019,12,24.5855,
94,South,11,27,2019,13,25.055,
94,South,11,27,2019,14,25.0235,
94,South,11,27,2019,15,24.492,
94,South,11,27,2019,16,24.961,
94,South,11,27,2019,17,25.18,
94,South,11,27,2019,18,25.3045,
94,South,11,27,2019,19,25.867,
94,South,11,27,2019,20,26.6175,
94,South,11,27,2019,21,26.8355,
94,South,11,27,2019,22,26.7425,
94,South,11,27,2019,23,26.742,
94,South,11,28,2019,0,26.2735,
94,South,11,28,2019,1,25.836,
94,South,11,28,2019,2,25.8985,
94,South,11,28,2019,3,25.836,
94,South,11,28,2019,4,25.211,
94,South,11,28,2019,5,24.492,
94,South,11,28,2019,6,23.9605,
94,South,11,28,2019,7,23.6795,
94,South,11,28,2019,8,24.0855,
94,South,11,28,2019,9,24.9925,
94,South,11,28,2019,10,25.305,
94,South,11,28,2019,11,25.086,
94,South,11,28,2019,12,24.711,
94,South,11,28,2019,13,24.867,
94,South,11,28,2019,14,25.1795,
94,South,11,28,2019,15,25.6795,
94,South,11,28,2019,16,25.2735,
94,South,11,28,2019,17,25.461,
94,South,11,28,2019,18,25.461,
94,South,11,28,2019,19,24.6795,
94,South,11,28,2019,20,23.9915,
94,South,11,28,2019,21,23.585,
94,South,11,28,2019,22,22.2405,
94,South,11,28,2019,23,21.615,
94,South,11,29,2019,0,19.268,
94,South,11,29,2019,1,19.0175,
94,South,11,29,2019,2,18.892,
94,South,11,29,2019,3,18.141,
94,South,11,29,2019,4,18.36,
94,South,11,29,2019,5,18.297,
94,South,11,29,2019,6,17.483,
94,South,11,29,2019,7,17.107,
94,South,11,29,2019,8,17.859,
94,South,11,29,2019,9,19.174,
94,South,11,29,2019,10,20.332,
94,South,11,29,2019,11,22.428,
94,South,11,29,2019,12,23.554,
94,South,11,29,2019,13,23.398,
94,South,11,29,2019,14,23.085,
94,South,11,29,2019,15,23.0225,
94,South,11,29,2019,16,22.2405,
94,South,11,29,2019,17,22.1155,
94,South,11,29,2019,18,21.959,
94,South,11,29,2019,19,22.397,
94,South,11,29,2019,20,22.585,
94,South,11,29,2019,21,22.647,
94,South,11,29,2019,22,22.491,
94,South,11,29,2019,23,21.5525,
94,South,11,30,2019,0,20.958,
94,South,11,30,2019,1,20.708,
94,South,11,30,2019,2,20.6765,
94,South,11,30,2019,3,20.8325,
94,South,11,30,2019,4,21.3645,
94,South,11,30,2019,5,21.49,
94,South,11,30,2019,6,21.4275,
94,South,11,30,2019,7,20.9895,
94,South,11,30,2019,8,21.2395,
94,South,11,30,2019,9,22.022,
94,South,11,30,2019,10,22.5535,
94,South,11,30,2019,11,23.992,
94,South,11,30,2019,12,26.711,
94,South,11,30,2019,13,27.0855,
94,South,11,30,2019,14,28.085,
94,South,11,30,2019,15,28.3975,
94,South,11,30,2019,16,27.0855,
94,South,11,30,2019,17,25.492,
94,South,11,30,2019,18,24.711,
94,South,11,30,2019,19,26.8355,
94,South,11,30,2019,20,27.523,
94,South,11,30,2019,21,28.148,
94,South,11,30,2019,22,28.3665,
94,South,11,30,2019,23,29.428,
94,South,12,1,2019,0,29.459,
94,South,12,1,2019,1,28.491,
94,South,12,1,2019,2,28.21,
94,South,12,1,2019,3,27.2105,
94,South,12,1,2019,4,27.804,
94,South,12,1,2019,5,27.7105,
94,South,12,1,2019,6,26.7105,
94,South,12,1,2019,7,26.555,
94,South,12,1,2019,8,26.648,
94,South,12,1,2019,9,26.4295,
94,South,12,1,2019,10,26.773,
94,South,12,1,2019,11,26.8355,
94,South,12,1,2019,12,27.3355,
94,South,12,1,2019,13,28.991,
94,South,12,1,2019,14,28.772,
94,South,12,1,2019,15,28.1785,
94,South,12,1,2019,16,24.992,
94,South,12,1,2019,17,25.3675,
94,South,12,1,2019,18,25.336,
94,South,12,1,2019,19,27.804,
94,South,12,1,2019,20,28.9595,
94,South,12,1,2019,21,29.615,
94,South,12,1,2019,22,30.1455,
94,South,12,1,2019,23,30.302,
94,South,12,2,2019,0,30.8635,
94,South,12,2,2019,1,31.675,
94,South,12,2,2019,2,31.706,
94,South,12,2,2019,3,31.987,
94,South,12,2,2019,4,31.7995,
94,South,12,2,2019,5,30.9575,
94,South,12,2,2019,6,30.6135,
94,South,12,2,2019,7,30.6765,
94,South,12,2,2019,8,30.7075,
94,South,12,2,2019,9,29.834,
94,South,12,2,2019,10,29.927,
94,South,12,2,2019,11,29.3965,
94,South,12,2,2019,12,29.1155,
94,South,12,2,2019,13,31.55,
94,South,12,2,2019,14,32.4235,
94,South,12,2,2019,15,32.33,
94,South,12,2,2019,16,31.9245,
94,South,12,2,2019,17,31.425,
94,South,12,2,2019,18,30.8945,
94,South,12,2,2019,19,30.4265,
94,South,12,2,2019,20,30.3015,
94,South,12,2,2019,21,30.8635,
94,South,12,2,2019,22,30.9885,
94,South,12,2,2019,23,31.956,
94,South,12,3,2019,0,31.4875,26.663661175
94,South,12,3,2019,1,31.4565,26.672141535833333
94,South,12,3,2019,2,31.706,26.679415635
94,South,12,3,2019,3,32.143,26.68793254666667
94,South,12,3,2019,4,32.2675,26.6977653775
94,South,12,3,2019,5,32.2985,26.70492981833333
94,South,12,3,2019,6,31.862,26.69122234083333
94,South,12,3,2019,7,30.739,26.70449117833333
94,South,12,3,2019,8,31.394,26.68036601916667
94,South,12,3,2019,9,30.2395,26.636319329166668
94,South,12,3,2019,10,29.5215,26.563870746666662
94,South,12,3,2019,11,29.24,26.503411639166668
94,South,12,3,2019,12,29.3655,26.479432693333333
94,South,12,3,2019,13,30.333,26.464592065833333
94,South,12,3,2019,14,31.3005,26.479432694166665
94,South,12,3,2019,15,31.051,26.476764305
94,South,12,3,2019,16,30.4895,26.508200116666668
94,South,12,3,2019,17,30.0525,26.51357345
94,South,12,3,2019,18,30.6135,26.509260161666663
94,South,12,3,2019,19,30.0205,26.5045813425
94,South,12,3,2019,20,30.4265,26.504215809166663
94,South,12,3,2019,21,30.5515,26.5067379875
94,South,12,3,2019,22,30.926,26.505897260833336
94,South,12,3,2019,23,30.8325,26.50417925833333
94,South,12,4,2019,0,31.144,26.50465445083333
94,South,12,4,2019,1,30.7075,26.501803295
94,South,12,4,2019,2,31.082,26.504800664166662
94,South,12,4,2019,3,30.9885,26.503850279166667
94,South,12,4,2019,4,31.0505,26.5016570825
94,South,12,4,2019,5,30.801,26.508529098333337
94,South,12,4,2019,6,30.5825,26.5050199825
94,South,12,4,2019,7,30.5515,26.504800661666668
94,South,12,4,2019,8,29.9585,26.495808558333334
94,South,12,4,2019,9,29.709,26.4570986475
94,South,12,4,2019,10,29.0845,26.39722438833333
94,South,12,4,2019,11,28.8035,26.33230578083333
94,South,12,4,2019,12,29.5215,26.2957159575
94,South,12,4,2019,13,29.334,26.26804513083333
94,South,12,4,2019,14,29.6775,26.25170581833333
94,South,12,4,2019,15,30.4265,26.264536015833333
94,South,12,4,2019,16,30.7075,26.289575008333333
94,South,12,4,2019,17,30.645,26.29469246416667
94,South,12,4,2019,18,27.8665,26.274551613333333
94,South,12,4,2019,19,25.742,26.27842626
94,South,12,4,2019,20,25.8045,26.27367433333333
94,South,12,4,2019,21,25.7735,26.2704576475
94,South,12,4,2019,22,26.9605,26.26530363833333
94,South,12,4,2019,23,27.523,26.262123501666665
94,South,12,5,2019,0,27.929,26.260917240833333
94,South,12,5,2019,1,28.1785,26.26036894083333
94,South,12,5,2019,2,28.772,26.2597109825
94,South,12,5,2019,3,29.084,26.26047860083333
94,South,12,5,2019,4,29.116,26.2633297575
94,South,12,5,2019,5,28.772,26.266948530000004
94,South,12,5,2019,6,29.0535,26.266071253333333
94,South,12,5,2019,7,29.459,26.27418608083333
94,South,12,5,2019,8,28.71,26.2510113075
94,South,12,5,2019,9,27.8665,26.1913198175
94,South,12,5,2019,10,28.21,26.134625695
94,South,12,5,2019,11,28.897,26.118871235
94,South,12,5,2019,12,29.3965,26.111560581666662
